date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,0.0,1303.0042478479704,0.867262553782648,1.1920928955078125e-07,1.1920929e-07,3.1,3.1,11.3279915,6.08,2.11,10.05,192.61,711.33,0.020447727381611748,0.5509981
1980-10-02,0.0,1305.2695481775716,1.1531162120316711,1.1920928955078125e-07,1.1920929e-07,4.24,4.24,11.283633,10.53,5.24,15.82,206.31,898.61,0.021238247893461935,0.56074065
1980-10-03,0.0,1309.1010624547707,1.249811252467412,1.1920928955078125e-07,1.1920929e-07,8.02,8.02,11.231995,11.835,7.81,15.86,165.35,1064.86,0.022645509285415207,0.55857563
1980-10-04,0.0,1318.1468455085435,0.9389640889684695,1.1920928955078125e-07,1.1920929e-07,15.27,15.27,11.135989,7.38,3.66,11.1,159.78,794.18,0.02634902352096622,0.67115676
1980-10-05,0.0,1331.1529617595916,0.8003366878906154,1.1920928955078125e-07,1.1920929e-07,8.48,8.48,11.135989,4.8,2.02,7.58,133.83,705.5,0.03276024622481446,0.8216258
1980-10-06,0.0,1336.4776803816742,0.8294751819536207,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,5.41,3.11,7.71,141.67,766.42,0.03581536596674839,0.8670913
1980-10-07,0.0,1335.183737983686,0.8832327104501849,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.020927,6.405,3.6,9.21,171.11,789.18,0.03504770863416011,0.9114742
1980-10-08,0.0,1334.7717236429253,0.9524831590362691,1.1920928955078125e-07,1.1920929e-07,2.1,2.1,10.943989,7.675,3.17,12.18,218.61,772.86,0.03480674352767567,0.9482796
1980-10-09,0.0,1336.317619503091,0.8187449395451051,1.1920928955078125e-07,1.1920929e-07,3.55,3.55,10.848194,5.48,1.15,9.81,189.92,652.42,0.03571950271029145,0.96343476
1980-10-10,0.0,1338.1309914567357,0.7267733182848121,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.848,3.67,-0.45,7.79,236.02,592.65,0.03682074278183201,0.95044464
1980-10-11,0.0,1339.7850761756988,0.6239482591404512,1.1920928955078125e-07,1.1920929e-07,10.66,10.66,10.752003,1.53,-4.82,7.88,238.28,440.0,0.03785483201984667,0.96126974
1980-10-12,6.657174716117415e-16,1350.7902779227645,0.824346708311072,1.1920928955078125e-07,1.1920929e-07,12.3,12.3,10.752003,5.555,1.81,9.3,158.94,704.67,0.045514835105559606,1.082511
1980-10-13,3.744660777816039e-16,1359.2614129861565,0.7589321332152734,1.1920928955078125e-07,1.1920929e-07,1.17,1.17,10.656003,4.35,1.16,7.54,186.73,661.87,0.05245132592480283,1.1366365
1980-10-14,2.1063716875230626e-16,1359.3589164481084,0.6324828075304173,1.1920928955078125e-07,1.1920929e-07,0.26,0.26,10.600064,1.725,-1.16,4.61,174.16,565.27,0.052537031789113786,1.1474617
1980-10-15,1.4245854754289793e-16,1358.8589330696511,0.6068204634119168,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.560008,1.18,-2.13,4.49,194.64,525.39,0.0520990219769174,1.1474617
1980-10-16,-1.0963120918486989e-16,1358.2088993743191,0.5711480767158045,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.466656,0.435,-7.14,8.01,309.27,360.0,0.05153501631939046,1.1474617
1980-10-17,-5.909986471110398e-17,1357.5712133001364,0.6919017271440986,1.1920928955078125e-07,1.1920929e-07,0.01,0.01,10.464003,3.26,-4.77,11.29,306.62,438.24,0.0509876574150725,1.1366365
1980-10-18,-3.3243673899996444e-17,1356.8034369304162,0.9674761822514379,1.1920928955078125e-07,1.1920929e-07,0.19,0.19,10.368,8.5,2.34,14.66,268.64,725.6,0.05033634321655251,1.1366365
1980-10-19,-1.8699566568748002e-17,1356.3433255126856,1.0248405550578508,1.1920928955078125e-07,1.1920929e-07,1.88,1.88,10.366761,9.405,4.83,13.98,216.89,867.28,0.049950018765326815,1.0933361
1980-10-20,-1.0518506194920752e-17,1357.0083619183051,0.7436272303911422,1.1920928955078125e-07,1.1920929e-07,0.91,0.91,10.272,4.62,0.24,9.0,223.6,618.52,0.050509365233504105,1.0630257
1980-10-21,-5.9166597346487054e-18,1357.4036452162206,0.610007234621737,1.1920928955078125e-07,1.1920929e-07,1.71,1.71,10.227642,1.74,-2.24,5.72,209.99,521.4,0.050844792144958115,1.033798
1980-10-22,2.528166023000228e-16,1358.1173420752705,0.5818362886159386,1.1920928955078125e-07,1.1920929e-07,0.36,0.36,10.1760025,1.115,-1.99,4.22,169.52,529.26,0.05145606816608709,1.0013226
1980-10-23,1.8742801159915495e-14,1357.7335316872568,0.5533566731840308,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.109247,0.485,-3.6,4.57,210.54,467.11,0.05112642964511888,0.9493621
1980-10-24,1.0693206752001641e-14,1357.1074783325932,0.6420065491050072,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.079994,2.71,-1.88,7.3,225.1,536.43,0.05059326435068815,0.92446434
1980-10-25,6.014928802719247e-15,1356.457499020541,0.5850410853492455,1.1920928955078125e-07,1.1920929e-07,0.19,0.19,9.995136,1.475,-6.0,8.95,275.14,390.48,0.05004560506805937,0.9017316
1980-10-26,3.4071310364876564e-15,1359.207866132761,0.715560750614898,1.1920928955078125e-07,1.1920929e-07,12.62,12.62,9.983992,4.445,-0.67,9.56,172.54,584.21,0.0524043175547369,1.0024052
1980-10-27,1.9165112080257646e-15,1368.7968389653709,0.5717296103035884,1.1920928955078125e-07,1.1920929e-07,2.99,2.99,9.890664,1.16,-2.32,4.64,143.62,516.78,0.06153180693475757,0.989415
1980-10-28,0.012623342398746575,1370.272137262729,0.4886391482133359,1.1920928955078125e-07,1.3086796e-05,0.21998692,0.22,9.888011,-1.12,-4.72,2.48,181.64,432.69,0.06307079167131303,0.9969926
1980-10-29,0.014475746350101414,1369.8775471322535,0.4657985416179088,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,9.792203,-1.66,-5.55,2.23,194.53,406.04,0.06265543615644265,0.9840025
1980-10-30,0.014506939711622804,1369.3351779281472,0.5234145859196395,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,9.790775,0.02,-2.98,3.02,157.85,492.6,0.062088984794022396,0.9731774
1980-10-31,0.024045198194933462,1368.7285515252054,0.5769866806010826,0.013461094175239207,1.1920929e-07,0.01,0.01,9.696,1.585,-1.56,4.73,161.71,546.61,0.06146148809775464,0.9731774
1980-11-01,0.012612175587440549,1368.467962169554,0.571761535567009,0.006703212151365445,1.1920929e-07,1.47,1.47,9.68915,1.465,-1.23,4.16,140.98,560.81,0.061193884458054966,0.9569397
1980-11-02,0.021311730469064746,1368.9844354231425,0.4680283858694432,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,9.600005,-1.3,-4.79,2.19,174.75,428.52,0.06172539833007173,0.92662936
1980-11-03,-0.044081377306344274,1368.4792109903667,0.37760437381088097,1.1920928955078125e-07,0.03,1.1920929e-07,0.03,9.593144,-4.31,-9.89,1.27,229.41,282.94,0.06120541196456135,0.9147217
1980-11-04,0.35336170406736095,1368.0389992417693,0.5477696995102226,0.34331069383560914,1.1920929e-07,1.46,1.46,9.504197,1.125,-4.37,6.62,218.18,441.3,0.060755910362279834,0.9093092
1980-11-05,0.1035532351171282,1369.0948106511398,0.6352228782557399,0.07642094658555806,1.1920929e-07,1.31,1.31,9.497148,3.305,-1.24,7.85,192.31,560.5,0.06183958525118953,0.8887415
1980-11-06,0.04508345205595195,1369.6853430077983,0.42544208233903563,1.1920928955078125e-07,0.7949459,0.0450541,0.84,9.410661,-2.38,-6.59,1.83,184.41,373.26,0.06245410905983844,0.8605962
1980-11-07,0.44373133290845385,1370.4664087352282,0.48783315220992307,1.1920928955078125e-07,4.4614075e-07,4.9899993,4.99,9.40677,-0.43,-3.65,2.79,115.59,467.3,0.06327629712221967,0.84544104
1980-11-08,0.4457578605229274,1375.5673245329888,0.45352776467294276,1.1920928955078125e-07,0.006685599,6.833315,6.84,9.323147,-1.4,-4.3,1.5,104.57,442.67,0.06891849125401339,0.84544104
1980-11-09,2.6364364609117383,1378.490599723463,0.34825591158417657,1.1920928955078125e-07,1.99,1.1920929e-07,1.99,9.312,-5.12,-10.2,-0.04,210.55,279.9,0.07237595426891345,0.84544104
1980-11-10,4.9753913945757295,1378.0496281701105,0.44259850375199977,1.1920928955078125e-07,0.036598124,3.3934019,3.43,9.23632,-1.64,-4.49,1.21,110.67,439.54,0.07184350049730583,0.8497711
1980-11-11,4.993780786047053,1381.0397386120114,0.47795782861959446,1.1920928955078125e-07,6.276369e-07,3.5099993,3.51,9.216008,-0.54,-2.66,1.58,82.34,503.16,0.07553218761410639,0.83461595
1980-11-12,4.890334319573249,1383.1683566808542,0.5264975494418801,2.0028186582820666,1.1920929e-07,0.21,0.21,9.160064,0.925,-1.06,2.91,95.12,568.26,0.07827295439050044,0.8400285
1980-11-13,3.6370398208085972,1384.226054900986,0.474729598734296,1.1920928955078125e-07,1.4901161e-07,0.9999999,1.0,9.119994,-0.52,-2.7,1.66,99.54,501.71,0.07967158976177599,0.85626614
1980-11-14,3.6380917341378125,1384.8906277507322,0.45327258173079027,1.1920928955078125e-07,0.00016507745,1.8598349,1.86,9.100942,-1.16,-3.52,1.2,99.68,470.46,0.0805631367012961,0.85843116
1980-11-15,4.046238620791449,1385.4261832765756,0.3857142390737115,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,9.026661,-3.335,-6.43,-0.24,141.08,380.35,0.08128885672155027,0.84435856
1980-11-16,4.356479081018742,1384.9770825015787,0.3262304959846701,1.1920928955078125e-07,1.41,1.1920929e-07,1.41,9.022767,-5.65,-8.89,-2.41,144.43,311.03,0.08067984965979076,0.81296575
1980-11-17,5.424960909458654,1384.570112023375,0.335007108365989,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.957255,-5.18,-8.15,-2.21,142.82,327.58,0.08013191534219472,0.8043056
1980-11-18,6.711731884889304,1384.1518710926496,0.3481028941273371,1.1920928955078125e-07,4.65,1.1920929e-07,4.65,8.927998,-4.6,-6.92,-2.28,95.63,359.96,0.07957268382740687,0.79564553
1980-11-19,10.66553324296953,1383.7235646016504,0.3462522800876915,1.1920928955078125e-07,1.8,1.1920929e-07,1.8,8.908939,-4.64,-6.55,-2.73,92.4,373.96,0.07900403822084517,0.7783254
1980-11-20,11.890331595565641,1383.3132482936755,0.2935899423514268,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.84315,-6.8,-12.77,-0.83,219.48,235.94,0.0784630890846162,0.7696653
1980-11-21,11.890331595565641,1382.9209358858222,0.3895236189771465,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.832008,-2.865,-7.65,1.92,197.0,343.97,0.07794933983619794,0.7675003
1980-11-22,11.89033159653518,1382.4419812381602,0.4254169243159376,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.787647,-1.54,-5.99,2.91,187.1,388.65,0.07732668705645099,0.7404375
1980-11-23,11.890331678318908,1381.9474484915281,0.4025250547650964,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.747142,-2.255,-8.74,4.23,213.42,320.0,0.07668900089817268,0.7252823
1980-11-24,11.890423935306496,1383.7865320839228,0.48002001878883394,0.1693634222312994,1.1920929e-07,11.42,11.42,8.736003,0.265,-3.95,4.48,137.4,445.1,0.07908738216458074,0.71878725
1980-11-25,9.714850344369577,1398.720284475983,0.5450172740139997,4.972684383392334,1.1920929e-07,16.61,16.61,8.691633,2.035,0.22,3.85,67.97,618.51,0.10155654600423351,0.82920337
1980-11-26,7.2636251940409995,1415.9874184660928,0.4010507354446935,1.1920928955078125e-07,10.147889,0.18211062,10.33,8.651134,-2.495,-5.28,0.29,100.4,414.71,0.13560552388477617,0.9591047
1980-11-27,14.669157779315908,1415.5715477573515,0.29667814003440574,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,8.6399975,-6.655,-10.42,-2.89,164.08,273.32,0.13466449294350347,0.95585716
1980-11-28,14.904794384964807,1415.1405297665885,0.3296670655661736,1.1920928955078125e-07,3.33,1.1920929e-07,3.33,8.620939,-5.175,-9.29,-1.06,151.45,295.68,0.13369607756711788,0.9840025
