date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,65.1416362961181,835.1440832636322,1.0637116800448854,0.14116375148296356,1.1920929e-07,1.1920929e-07,0.0,11.4240055,14.09,6.86,21.32,312.34,986.25,0.10441243102367284,0.21764375
1980-10-02,65.0363444642786,834.2625487613491,0.6133295534794965,0.04737267270684242,1.1920929e-07,1.1920929e-07,0.0,11.328003,5.595,-0.72,11.91,298.73,583.46,0.10378155043484173,0.21191628
1980-10-03,64.97771754910264,833.5605641295527,0.7995255931682068,0.09263969957828522,1.1920929e-07,1.1920929e-07,0.0,11.328003,9.695,2.46,16.93,318.6,720.2,0.10328189432170987,0.21764375
1980-10-04,64.87550702051865,832.7158475488314,0.9652743487714409,0.12736283242702484,1.1920929e-07,1.1920929e-07,0.0,11.232,12.84,3.63,22.05,356.34,794.3,0.10268383293017899,0.21764375
1980-10-05,64.74496205769535,831.7612276018858,1.0037840061405108,0.13453930616378784,1.1920929e-07,1.1920929e-07,0.0,11.232,13.49,5.35,21.63,332.91,900.32,0.10201212693291571,0.21764375
1980-10-06,64.6123028956111,830.8011585668354,0.9637562005735434,0.12901893258094788,1.1920929e-07,1.1920929e-07,0.0,11.136003,12.99,2.54,23.44,368.69,731.37,0.10134101835628087,0.21764375
1980-10-07,64.47965316073926,829.8504016799077,1.0463544662876088,0.14480718970298767,1.1920929e-07,1.1920929e-07,0.0,11.08245,14.42,6.8,22.04,311.26,982.01,0.100680770264748,0.21764375
1980-10-08,64.33209596809658,828.8362658262366,1.0912397892709653,0.15330855548381805,1.1920929e-07,1.1920929e-07,0.0,11.040003,15.19,7.02,23.36,320.09,999.05,0.0999812495717603,0.22337121
1980-10-09,64.18268590888297,827.8201937928816,0.926893857420395,0.12581712007522583,1.1920929e-07,1.1920929e-07,0.0,10.944,12.7,5.49,19.91,301.02,916.81,0.09928526747075107,0.22337121
1980-10-10,64.07346217708722,826.9835757972068,0.622764762136524,0.05719893425703049,1.1920929e-07,1.1920929e-07,0.0,10.944,6.485,1.25,11.72,245.74,667.09,0.09871584494424689,0.22909868
1980-10-11,64.02505593363269,826.3430027624514,0.5552395814578895,0.03958895057439804,1.1920929e-07,1.1920929e-07,0.0,10.847998,4.89,-5.96,15.74,364.43,390.53,0.09828206389388881,0.24055362
1980-10-12,63.96474210471952,825.6728376096024,0.8841161299240048,0.11946869641542435,1.1920929e-07,1.1920929e-07,0.0,10.847998,12.125,2.16,22.09,339.76,720.0,0.097830283872843,0.23482615
1980-10-13,63.846072959912924,824.8158561339745,0.8092852051735857,0.10566777735948563,1.1920929e-07,1.1920929e-07,0.0,10.751997,10.875,5.52,16.23,229.57,908.24,0.09725558941476938,0.22337121
1980-10-14,63.74984065051507,824.0475291063292,0.6494908767626709,0.06790844351053238,1.1920929e-07,1.1920929e-07,0.0,10.751997,7.455,0.0,14.91,293.53,600.32,0.09674321767329178,0.21764375
1980-10-15,63.69139197708334,828.4853172304496,0.5161977049072071,0.03003871440887451,1.1920929e-07,20.45,20.45,10.656009,4.025,-2.06,10.11,193.95,526.89,0.09974030937831932,0.24628109
1980-10-16,64.26610809244139,845.2568883845831,0.3248005371480497,1.1920928955078125e-07,9.66,1.1920929e-07,9.66,10.656009,-2.985,-3.52,-2.45,37.54,468.0,0.1119300365973392,0.25200856
1980-10-17,74.25649841611747,844.8192166270633,0.3292141473373846,1.1920928955078125e-07,10.23,1.1920929e-07,10.23,10.560002,-2.66,-4.18,-1.14,60.79,450.15,0.11159374737791498,0.25200856
