basinID,S0,S1,f,Smax,Qmax,Df,Tmax,Tmin
1013500,738.1412585655735,1245.0205845506227,0.0178334871167037,2764.7634901130573,70.25177774537185,9.250952906653316,-0.5035887362449998,-4.983586517229226
1022500,738.1412585655735,1245.0205845506227,0.0178334871167037,2764.7634901130573,70.25177774537185,9.250952906653316,-0.5035887362449998,-4.983586517229226
1013500,738.1412585655735,1245.0205845506227,0.0178334871167037,2764.7634901130573,70.25177774537185,9.250952906653316,-0.5035887362449998,-4.983586517229226
1022500,738.1412585655735,1245.0205845506227,0.0178334871167037,2764.7634901130573,70.25177774537185,9.250952906653316,-0.5035887362449998,-4.983586517229226
1013500,43.250724963853706,848.8663091990446,0.0311832564818192,2661.175506228241,184.8253188587497,1.7940939634677209,1.3650354379960965,-4.504176173710867
1022500,634.4770489622443,306.1475617686808,0.0404807130381017,1070.0057574040873,89.57854974786247,2.2755633267550808,0.4334580396583256,-5.421334546518248
1013500,43.250724963853706,848.8663091990446,0.0311832564818192,2661.175506228241,184.8253188587497,1.7940939634677209,1.3650354379960965,-4.504176173710867
1013500,118.6354701966834,787.3879761947262,0.0303692253175158,2211.4497794289427,158.63737502108356,1.9229514377366752,-0.2984858669133275,-1.1585962964606251
1022500,555.1465998444696,285.0270511487607,0.0381533581885972,1014.2434732819986,82.28691769949407,1.978750718917461,1.0202480765136894,-5.243268784644495
1013500,217.2682737734441,777.1395031675936,0.0464160379373007,1445.2923367087242,109.32893408173024,1.135824701454741,0.0245576528963114,-5.087787853556354
1022500,157.82668688405465,1316.4760243516764,0.0102278004897609,2175.588772075031,177.50072304428335,7.432298234164452,-0.2284844690495239,-1.9118248348198288
1013500,817.4543811194083,65.04775325696937,0.0201088492731248,1571.5240647367496,139.48885671114732,2.5157113106911826,0.7803693124635149,-2.1693651558662803
1022500,380.71620055261457,1040.9690048931398,0.0326751693609411,2308.718661755544,136.94647533646585,1.422116210232881,0.1460091796384672,-4.772408497986219
1030500,384.5412073698882,932.456746334568,0.0181899405168926,1471.5384258080162,95.2913532062254,3.1668274502401577,1.2190718528420792,-1.8544561653511848
6431500,211.79166804064653,633.5951632222379,0.0196327457724611,2898.655025629338,107.57064174647924,0.0765652687653883,0.4403856352523898,0.6982773017883401
01013500,509.9303558559302,485.25526909105724,0.011481766132586085,1701.3014766348815,86.78824883797813,3.2219873597290185,2.4685523819586006,-3.1118383456073317
01022500,380.71620055261457,1040.9690048931398,0.032675169360941135,2308.718661755544,136.94647533646585,1.422116210232881,0.14600917963846727,-4.772408497986219
