date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,3.6440565655195565e-20,538.8742794754609,1.7151787542103305,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.615997,22.24,15.31,29.17,430.71,1744.19,0.15814029413620298,0.06900234
1980-10-02,2.1762806321698775e-20,537.0564129109215,1.6199715020397472,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.615997,21.31,13.78,28.84,449.17,1580.03,0.15514315819621996,0.06675226
1980-10-03,1.2504150865564178e-20,535.3034517519939,1.595587640745374,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.615997,21.105,12.95,29.26,462.05,1482.73,0.15230684161819166,0.06450219
1980-10-04,-2.720951028139321e-21,533.5581692798141,1.6774485436397237,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.519995,22.17,12.94,31.4,475.02,1477.4,0.14953446378249327,0.06375216
1980-10-05,-2.460565718665258e-20,531.8174187572143,1.711859292164851,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.519995,22.58,13.44,31.72,467.78,1544.74,0.14681955378133782,0.06375216
1980-10-06,-4.827325188707082e-20,530.0889777979697,1.736893410221017,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.519995,22.89,14.59,31.19,445.6,1663.02,0.14417261373858453,0.06375216
1980-10-07,-6.884701940648924e-20,528.3806240158555,1.516036544051005,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.431386,20.725,12.22,29.23,453.68,1417.94,0.14160333032303743,0.06375216
1980-10-08,-8.145024402200312e-20,526.700135024647,1.444631704652116,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423997,19.965,11.26,28.67,454.57,1340.63,0.1391206313390696,0.06450219
1980-10-09,-8.120621001070757e-20,525.0552884381195,1.4609303520924455,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423997,20.21,11.85,28.57,439.65,1388.29,0.13673274807099509,0.06600224
1980-10-10,-6.323820164969798e-20,523.4538618700483,1.4382545749348619,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423997,19.995,11.57,28.42,436.51,1365.54,0.13444728248815602,0.06675226
