date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,1.5222325325649057e-37,1367.43470491019,1.585864436870261,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.424,12.77,5.6,19.94,339.43,913.69,0.008379887200793048,0.06353157
1980-10-02,8.982020397346901e-38,1366.5256651702023,1.814784428066607,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.424,14.97,6.89,23.05,354.23,991.36,0.007985558537368685,0.06750229
1980-10-03,4.980701782020076e-38,1368.743547507228,1.4142711575595652,1.1920928955078125e-07,1.1920929e-07,6.0,6.0,11.328,11.06,5.79,16.33,205.62,923.33,0.008982091849116264,0.10720952
1980-10-04,2.7996229411951986e-38,1371.52868624768,1.4211738958601432,1.1920928955078125e-07,1.1920929e-07,3.28,3.28,11.328,11.105,6.21,16.0,204.46,936.87,0.010411472573236566,0.09926807
1980-10-05,1.0205127315805313e-38,1371.3631906291337,0.9394451312098383,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,4.84,-1.12,10.8,306.82,563.8,0.010320511351602427,0.07941446
1980-10-06,-1.2927345092079574e-39,1370.153210455387,1.0057712060062063,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,5.885,-1.4,13.17,344.09,554.17,0.009679177345666758,0.06750229
1980-10-07,-3.1368214492370015e-39,1370.0622001936383,1.0146373119467733,1.1920928955078125e-07,1.1920929e-07,1.91,1.91,11.136003,6.15,-0.51,12.81,287.38,590.88,0.009632581943179678,0.06750229
1980-10-08,-1.5764937442729005e-39,1369.6234019439228,1.1693183187354474,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,8.335,1.93,14.74,312.72,710.64,0.00941105482753454,0.06750229
1980-10-09,-4.884378745618138e-40,1368.3395366383045,1.3826928134988608,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.040003,11.115,2.06,20.17,365.0,711.8,0.008791726072165114,0.06750229
1980-10-10,-1.0615018408097018e-40,1367.1140803641767,0.9815260597795072,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.040003,5.81,-3.41,15.03,370.57,473.79,0.008238630099861846,0.06750229
1980-10-11,-4.4455090395185254e-41,1367.0347604538917,0.9590657236764308,1.1920928955078125e-07,1.1920929e-07,8.01,8.01,11.040003,5.46,-1.23,12.15,236.2,560.46,0.008204053206254247,0.09529735
1980-10-12,1.3354694103834068e-41,1367.83851992945,1.2980577836093687,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.944003,10.26,3.02,17.5,321.28,761.57,0.008561246594904433,0.11118024
1980-10-13,5.146432902223592e-41,1368.6953792828444,0.89374185946827,1.1920928955078125e-07,1.1920929e-07,3.23,3.23,10.944003,4.51,-0.08,9.1,191.69,607.59,0.008959180780069294,0.09529735
1980-10-14,5.40589739661685e-41,1368.7753590060681,0.8039053884660908,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.848,3.06,-0.68,6.8,203.5,584.64,0.008997255006655342,0.09529735
1980-10-15,2.646255513432706e-41,1367.678510734153,0.944700167801186,1.1920928955078125e-07,1.1920929e-07,1.98,1.98,10.848,5.49,0.91,10.07,238.21,650.82,0.008488919228712836,0.1032388
1980-10-16,-1.948580847470716e-42,1366.036333800646,1.1424818536595642,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.752,8.56,3.1,14.02,266.6,767.34,0.007781032685122239,0.09926807
1980-10-17,-2.338277575170995e-41,1364.4018828404455,1.4440574371449104,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.752,12.275,4.5,20.05,320.32,842.25,0.007135098738609305,0.09529735
1980-10-18,-3.0288502505392757e-41,1363.3249427658245,1.7262813829909744,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.656,15.33,7.07,23.59,318.76,1012.0,0.006739082828735273,0.12706314
1980-10-19,-1.832494793197575e-41,1363.165557381325,1.3476700697185058,1.1920928955078125e-07,1.1920929e-07,3.91,3.91,10.656,11.33,5.3,17.36,204.44,892.83,0.006682370541381562,0.16279964
