date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,0.0,1266.571396252789,1.7263329636388092,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.52,14.825,8.26,21.39,337.55,1100.63,1.9494381213980206e-05,0.12971029
1980-10-02,0.0,1264.8250163691944,1.9177696076516166,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423989,16.72,9.72,23.72,345.9,1217.4,1.7242410802225386e-05,0.12971029
1980-10-03,0.0,1265.6389512455755,1.7007788489879834,1.1920928955078125e-07,1.1920929e-07,5.02,5.02,11.423989,14.73,7.65,21.81,261.67,1053.15,1.8257648894752152e-05,0.12971029
1980-10-04,0.0,1269.2858827970206,1.35520806864879,1.1920928955078125e-07,1.1920929e-07,7.47,7.47,11.328,11.16,5.66,16.66,223.64,912.01,2.3592510775055278e-05,0.1389753
1980-10-05,0.0,1269.864028092259,1.1608533925852142,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328,8.72,4.29,13.15,253.85,836.73,2.4571015923657493e-05,0.12971029
1980-10-06,0.0,1268.6190575607877,1.0405446676527321,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328,7.045,0.0,14.09,357.34,608.83,2.251220796294123e-05,0.12044526
1980-10-07,0.0,1267.4034220882631,1.1703743536677034,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,9.01,1.25,16.77,370.79,671.64,2.0668481832614205e-05,0.12044526
1980-10-08,0.0,1266.0871464003403,1.4106921496273588,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,11.975,3.32,20.63,381.27,781.46,1.88419928523573e-05,0.12044526
1980-10-09,0.0,1264.52790790906,1.715592446004265,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.135997,15.305,6.37,24.24,376.03,951.28,1.688605518862341e-05,0.12044526
1980-10-10,0.0,1262.7682711483726,1.8109568456260148,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.135997,16.22,9.35,23.09,322.12,1187.83,1.492148501945806e-05,0.12044526
1980-10-11,0.0,1261.1987388885916,1.5598693350146575,1.1920928955078125e-07,1.1920929e-07,1.0,1.0,11.039997,13.935,8.25,19.62,285.04,1099.8,1.3362852682884746e-05,0.12044526
1980-10-12,0.0,1259.8715976387796,1.4503434285909984,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.039997,12.775,5.76,19.79,333.27,921.53,1.217266714275766e-05,0.12044526
1980-10-13,0.0,1258.7469889329898,1.0600389985149745,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.966847,7.95,3.55,12.35,243.3,787.92,1.1247473844208426e-05,0.12044526
1980-10-14,0.0,1257.7656876448038,0.9332050225506244,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.944003,6.04,-1.17,13.25,346.77,563.11,1.049781609705137e-05,0.12044526
1980-10-15,0.0,1256.6490553951994,1.1310511646793042,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.944003,9.015,0.6,17.43,366.84,635.15,9.705361174301098e-06,0.12044526
1980-10-16,0.0,1255.312743417046,1.4990260076656408,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.848,13.65,3.9,23.4,374.92,800.0,8.835239251498158e-06,0.12971029
1980-10-17,0.0,1253.750947145962,1.636914521145306,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.848,15.105,5.06,25.15,370.52,885.06,7.916652882224636e-06,0.12971029
1980-10-18,0.0,1251.9664246722878,1.8941268063746817,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.752,17.695,10.46,24.93,308.09,1276.44,6.983381429334128e-06,0.1389753
1980-10-19,0.0,1250.1525713437518,1.6906663734191931,1.1920928955078125e-07,1.1920929e-07,4.63,4.63,10.752,15.83,8.72,22.94,228.57,1137.81,6.147443499212834e-06,0.12971029
1980-10-20,0.0,1248.3959762653653,1.3625423877832767,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.704175,12.415,4.93,19.9,319.88,868.65,5.4333945364818e-06,0.1389753
1980-10-21,0.0,1246.7025803732035,1.1705474528788584,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.656,10.095,4.09,16.1,278.75,824.07,4.823665783464152e-06,0.12044526
1980-10-22,0.0,1245.078324603341,1.2508951033839435,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.656,11.165,3.03,19.3,329.3,763.28,4.30322254497663e-06,0.12044526
1980-10-23,0.0,1243.5291498918525,0.9970126918880134,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.559998,7.775,-2.04,17.59,357.25,524.97,3.859245368733385e-06,0.12044526
1980-10-24,0.0,1242.0609971748136,0.8337813646691108,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.559998,5.065,-1.72,11.85,294.45,542.51,3.48084209608297e-06,0.12044526
1980-10-25,0.0,1240.6798073882985,0.9017909457632715,1.1920928955078125e-07,1.1920929e-07,34.11,34.11,10.467402,6.405,0.95,11.86,185.36,657.17,3.1587914746250103e-06,0.4169259
1980-10-26,0.0,1239.3915214683827,0.8132876508478221,1.1920928955078125e-07,1.1920929e-07,15.31,15.31,10.463997,4.86,0.31,9.41,158.86,625.78,2.8853177917670544e-06,0.37060082
