date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,0.0,609.4862785655745,2.108067488759156,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.520002,18.71,10.97,26.45,372.58,1317.82,1.1920928955078125e-07,0.0051547205
1980-10-02,0.0,610.329613322748,1.9271037277439635,1.1920928955078125e-07,1.1920929e-07,4.79,4.79,11.423997,17.32,10.5,24.14,260.18,1280.0,1.1920928955078125e-07,0.0044674245
1980-10-03,0.0,612.4915574045808,1.4779789148522833,1.1920928955078125e-07,1.1920929e-07,2.67,2.67,11.423997,12.91,6.73,19.09,277.17,978.55,1.1920928955078125e-07,0.0034364802
1980-10-04,0.0,612.2543904195892,1.000257018520303,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328,6.915,2.37,11.46,271.83,720.06,1.1920928955078125e-07,0.0034364802
1980-10-05,0.0,611.2841812442102,0.9954176917926689,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328,6.865,0.02,13.71,360.92,602.42,1.1920928955078125e-07,0.0034364802
1980-10-06,0.0,610.2958619994914,1.0554300638970684,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328,7.79,-1.42,17.0,408.47,560.06,1.1920928955078125e-07,0.004123776
1980-10-07,0.0,609.0712723099697,1.396411076072479,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,12.36,3.24,21.48,394.83,779.45,1.1920928955078125e-07,0.0030928322
1980-10-08,0.0,607.4025173747166,1.7949829390244736,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,16.5,6.5,26.5,394.72,960.0,1.1920928955078125e-07,0.0030928322
1980-10-09,0.0,605.4486840608658,1.9407272147939438,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,18.0,9.72,26.28,356.56,1217.94,1.1920928955078125e-07,0.0030928322
1980-10-10,0.0,603.4567300006613,1.9234255574527885,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,17.905,8.01,27.8,382.08,1081.1,1.1920928955078125e-07,0.0027491841
1980-10-11,0.0,601.6736128263468,1.6701753303617835,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,15.75,6.5,25.0,373.18,960.0,1.1920928955078125e-07,0.0024055361
1980-10-12,0.0,600.345211446744,1.042709341998154,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,8.255,1.44,15.07,328.42,675.13,1.1920928955078125e-07,0.002061888
1980-10-13,0.0,599.3564626722984,0.9817197677290397,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,7.35,-1.8,16.5,379.23,535.59,1.1920928955078125e-07,0.0017182401
