date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,3.3785592536512156e-35,1384.724283770272,1.742296535661935,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423997,14.005,6.64,21.37,347.17,971.0,0.40894226746990286,0.09539056
1980-10-02,1.997354809762431e-35,1382.4620795083852,1.7287770676738632,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423997,13.905,7.07,20.74,329.49,1007.23,0.38465588637768733,0.097608946
1980-10-03,1.1280390083792366e-35,1386.273552486428,1.5292211549640256,1.1920928955078125e-07,1.1920929e-07,11.77,11.77,11.328,12.02,8.93,15.11,133.57,1154.59,0.42645369185255905,0.14419504
1980-10-04,6.600240470378965e-36,1398.028859934708,1.4469521374291585,1.1920928955078125e-07,1.1920929e-07,19.24,19.24,11.328,11.005,8.14,13.87,125.61,1090.87,0.586194908739863,0.33275777
1980-10-05,3.6073861739553915e-36,1406.5166113683981,1.1990841662704959,1.1920928955078125e-07,1.1920929e-07,3.48,3.48,11.232,8.1,2.51,13.69,232.28,721.02,0.7375743930134111,0.21296497
1980-10-06,2.1008102304699475e-36,1406.8424412086445,1.1656821596191913,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,7.66,1.02,14.3,328.78,641.88,0.744107337080036,0.15085019
1980-10-07,1.1608824967839689e-36,1405.1452259243738,1.1368483802026246,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,7.425,1.04,13.81,319.28,653.94,0.7107007384606416,0.1353215
1980-10-08,6.529324661339012e-37,1403.2526694832598,1.238402302479916,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,8.77,1.38,16.16,338.37,670.76,0.6752147723524857,0.12644795
1980-10-09,2.002498462432086e-37,1401.6760012492957,1.3195067474811135,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,9.915,1.91,17.92,345.73,709.07,0.6470085317342682,0.11535603
1980-10-10,-1.872405817694654e-37,1400.679295573877,0.9069133334108478,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.04,4.175,-4.43,12.78,358.45,440.0,0.6297887156674629,0.10870087
1980-10-11,-3.95403632666986e-37,1400.5367063987671,1.1303353508582163,1.1920928955078125e-07,1.1920929e-07,2.98,2.98,10.944,7.655,0.73,14.58,241.74,640.5,0.6273630011726735,0.12644795
1980-10-12,-3.194251615765065e-37,1401.4441610280612,1.2213511729861073,1.1920928955078125e-07,1.1920929e-07,3.04,3.04,10.944,8.845,4.32,13.37,180.81,825.77,0.6429615339834093,0.13975826
1980-10-13,-1.2993691359806171e-37,1401.6764204683411,0.9796226788210001,1.1920928955078125e-07,1.1920929e-07,1.85,1.85,10.848,5.59,2.23,8.95,188.9,718.86,0.647015872636575,0.13088472
1980-10-14,3.503331951604023e-38,1400.7929682944223,0.8793759025364719,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.848,3.975,0.04,7.91,214.8,605.24,0.6317292231203856,0.122011185
1980-10-15,1.2981759990279777e-37,1399.2835076939857,0.845915687858954,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.752,3.545,-1.46,8.55,259.28,556.51,0.6064416048046235,0.11535603
1980-10-16,1.122434820491275e-37,1397.647118847064,1.0992606150504758,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.752,7.53,1.72,13.34,280.16,694.05,0.5801697931329073,0.11313764
1980-10-17,6.073174416177443e-38,1396.9520721112472,1.5824022528374708,1.1920928955078125e-07,1.1920929e-07,2.31,2.31,10.656003,13.43,5.96,20.9,275.1,929.29,0.569358273178432,0.11313764
1980-10-18,2.8383412236741303e-38,1398.8633399935327,1.893949037265536,1.1920928955078125e-07,1.1920929e-07,6.34,6.34,10.656003,16.35,10.3,22.4,199.23,1264.1,0.5995845019175574,0.20630981
1980-10-19,1.5790158603223742e-38,1403.1242289006216,1.3482305371223178,1.1920928955078125e-07,1.1920929e-07,10.12,10.12,10.560002,10.94,6.15,15.73,172.14,933.65,0.6728717007878161,0.28839007
1980-10-20,7.987585373113022e-39,1403.726270002445,1.0582048966695126,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.560002,7.155,2.42,11.89,233.61,720.98,0.6839251375138033,0.1774708
1980-10-21,3.850114726545906e-39,1402.5848952226288,0.831594148059066,1.1920928955078125e-07,1.1920929e-07,0.46,0.46,10.463997,3.66,-0.5,7.82,211.7,597.27,0.663121355334116,0.15972373
1980-10-22,2.1186751591306424e-39,1401.5653450371283,0.8268172655623671,1.1920928955078125e-07,1.1920929e-07,0.91,0.91,10.463997,3.585,-1.09,8.26,231.95,560.0,0.6450737515985767,0.14419504
1980-10-23,8.860393912497069e-40,1400.4911535886956,0.6996813383374824,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.368,1.27,-3.6,6.14,236.8,471.78,0.6265900316668257,0.1353215
1980-10-24,3.6535303186297826e-40,1399.2861430099947,0.6741033142071189,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.368,0.74,-6.35,7.83,295.37,371.76,0.6064848594887461,0.12866634
1980-10-25,1.260906461367961e-41,1398.0955908423794,0.7658621868556871,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.272,2.76,-3.47,8.99,272.17,471.6,0.5872545461305692,0.24402237
1980-10-26,-5.778046178911667e-40,1397.0313268660773,1.0105065102794444,1.1920928955078125e-07,1.1920929e-07,34.12,34.12,10.272,6.945,1.99,11.9,172.22,718.57,0.5705808405154794,0.7098832
1980-10-27,-1.2863912215491356e-39,1396.054970063895,0.7995565264783636,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.176,3.56,0.7,6.42,146.15,639.44,0.5557010654225801,0.37712547
1980-10-28,-1.9936539522578028e-39,1395.1281394186392,0.7006650970017947,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.176,1.62,-1.95,5.19,180.52,533.43,0.541935246483012,0.3105739
1980-10-29,-2.5800960159147443e-39,1394.2124539131162,0.707725579423397,1.1920928955078125e-07,1.1920929e-07,3.69,3.69,10.17015,1.785,-0.97,4.54,108.54,563.81,0.5286698754152243,0.2662062
1980-10-30,-2.926220618417535e-39,1393.2695325301324,0.6518868432191722,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.079997,0.725,-3.6,5.05,212.5,471.49,0.5153491976724689,0.24402237
