date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,0.0,1117.215481905685,1.4384131669432108,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.423994,12.815,4.58,21.05,329.12,725.05,0.0035854104665412347,0.29328582
1980-10-02,0.0,1115.6383940309522,1.6640424724634093,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328003,15.345,7.25,23.44,317.89,872.09,0.003366805353781903,0.27699214
1980-10-03,0.0,1113.8592803507913,1.8433542592537724,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.328003,17.065,5.77,28.36,368.33,676.95,0.0031361535472652015,0.2606985
1980-10-04,0.0,1112.0415158050016,1.774445026169261,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,16.6,6.54,26.66,348.87,743.05,0.0029168027008583145,0.2552673
1980-10-05,0.0,1110.278288033033,1.8262332554060696,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.232,17.105,5.72,28.49,362.0,678.84,0.002718701730009035,0.24983606
1980-10-06,0.0,1108.584476393719,1.9415402326728972,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.136003,18.3,7.32,29.28,351.11,770.03,0.002541081605688852,0.23897362
1980-10-07,0.0,1106.9713707681963,1.7556678769557996,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.043744,16.78,6.2,27.36,342.21,738.12,0.00238272423297787,0.23897362
1980-10-08,0.0,1105.4502610376028,1.5850544025866855,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,11.039997,15.12,6.82,23.42,299.76,844.9,0.0022424494047649894,0.23897362
1980-10-09,0.0,1104.032437083076,1.1008744209599324,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.944,9.44,1.79,17.09,289.73,623.43,0.002119145654948495,0.23897362
1980-10-10,0.0,1102.729188785753,1.2658922482315076,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.944,11.665,2.77,20.56,312.31,632.77,0.0020117954810678364,0.2281112
1980-10-11,0.0,1103.231326974521,1.0679854291898503,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.847995,9.115,1.21,17.02,292.25,602.2,0.002052497704277268,0.2281112
1980-10-12,0.0,1110.0076913458174,0.9698128958686595,1.1920928955078125e-07,1.1920929e-07,12.19,12.19,10.847995,7.525,3.38,11.67,129.79,779.69,0.0026895142462732813,0.32587314
1980-10-13,0.0,1120.7155959637935,0.9841340639886611,1.1920928955078125e-07,1.1920929e-07,11.63,11.63,10.752,7.74,3.65,11.83,128.6,800.6,0.004122622145309596,0.51596576
1980-10-14,0.0,1129.6899140044482,0.8480463572434442,1.1920928955078125e-07,1.1920929e-07,8.12,8.12,10.752,5.345,2.44,8.25,93.52,733.02,0.005897137003121575,0.63545257
1980-10-15,0.0,1134.799559038853,0.8560730882370207,1.1920928955078125e-07,1.1920929e-07,3.71,3.71,10.655997,5.555,1.72,9.39,130.41,700.18,0.007230340867790277,0.48880967
1980-10-16,0.0,1136.4730424538532,0.861021340556694,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.655997,5.62,0.08,11.16,225.88,621.83,0.007729467311350965,0.4073414
1980-10-17,0.0,1136.1870642596894,0.9405970541030512,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.560002,7.11,1.29,12.93,233.56,668.81,0.007641795068686342,0.35846043
1980-10-18,0.0,1135.0152074061286,0.9939013723190671,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.560002,7.975,0.34,15.61,276.87,625.58,0.007292804690171175,0.33673558
1980-10-19,0.0,1133.9012433696907,1.0598382649307287,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.464,9.13,0.22,18.04,290.94,621.33,0.006975842906553757,0.32587314
1980-10-20,0.0,1132.793033540573,1.034295978873795,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.464,8.765,1.58,15.95,251.24,684.61,0.006674188751029789,0.30414826
1980-10-21,0.0,1131.7112925622607,1.0970585310731245,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.368,9.845,2.43,17.26,252.12,730.48,0.006392324505843442,0.29871702
1980-10-22,0.0,1130.7607318830992,0.7661896324404466,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.368,4.35,-3.82,12.52,269.85,464.41,0.006154484194768676,0.28242338
1980-10-23,0.0,1130.6726330018582,0.8735036058094349,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.271997,6.475,-1.1,14.05,252.83,564.17,0.006132894149763276,0.27156094
1980-10-24,0.0,1133.033149568999,0.9533085926696847,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.271997,7.785,0.58,14.99,241.17,632.77,0.006738421351012403,0.27156094
1980-10-25,0.0,1138.0626089805426,0.9002274769828178,1.1920928955078125e-07,1.1920929e-07,9.67,9.67,10.175997,6.98,2.09,11.87,136.55,711.55,0.008235436315069828,0.4344975
