date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),dayl(s),tmean(c),tmin(c),tmax(c),srad(w/m2),vp(pa),q_bucket,obs_runoff(mm/day)
1980-10-01,1.1851152104751968e-36,1204.9374967948097,1.2459278788855954,1.1920928955078125e-07,1.1920929e-07,2.42,2.42,11.328013,9.11,4.85,13.37,207.41,869.81,0.7996869849309008,0.70644146
1980-10-02,6.666273058922982e-37,1204.466017707269,1.399124313141465,1.1920928955078125e-07,1.1920929e-07,1.89,1.89,11.328013,10.94,6.46,15.42,222.66,961.86,0.7908096956363523,0.67311877
1980-10-03,3.7497785956441773e-37,1205.96008277016,1.6428526726768555,1.1920928955078125e-07,1.1920929e-07,10.06,10.06,11.231973,13.63,9.86,17.4,148.39,1229.14,0.8192847965350184,0.67311877
1980-10-04,2.10925046004985e-37,1216.472758680399,1.4046313838586986,1.1920928955078125e-07,1.1920929e-07,21.23,21.23,11.231973,10.98,7.5,14.46,142.31,1041.43,1.0508308097202086,0.86639047
1980-10-05,1.1864533837780407e-37,1230.825341225464,1.1211384388774397,1.1920928955078125e-07,1.1920929e-07,1.56,1.56,11.136027,7.41,4.25,10.57,169.62,826.85,1.4760974109264642,1.5195156
1980-10-06,6.673800283751479e-38,1229.449182934425,1.1231816988746925,1.1920928955078125e-07,1.1920929e-07,0.75,0.75,11.107303,7.495,5.46,9.53,120.24,901.31,1.4287771601321113,1.919388
1980-10-07,3.7540126596102067e-38,1227.935381195462,1.0913259418286594,1.1920928955078125e-07,1.1920929e-07,1.54,1.54,11.039994,7.165,4.53,9.8,151.39,847.79,1.3784742055696089,1.9793689
1980-10-08,2.111632121030741e-38,1226.6800265841823,1.0816559608153609,1.1920928955078125e-07,1.1920929e-07,0.24,0.24,10.967645,7.145,1.91,12.38,271.96,711.99,1.3381053387152475,1.8527427
1980-10-09,1.1877930680797917e-38,1224.452895625228,1.1241926951332157,1.1920928955078125e-07,1.1920929e-07,0.05,0.05,10.944003,7.8,3.21,12.39,247.56,772.68,1.2693738621309285,1.6728001
1980-10-10,6.681336007948828e-39,1222.080838438829,0.8975096883347776,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.847998,4.535,-1.3,10.37,290.7,556.26,1.2000478893692472,1.4795283
1980-10-11,3.7582515044712156e-39,1221.9451466317246,0.8382280835918066,1.1920928955078125e-07,1.1920929e-07,9.94,9.94,10.847998,3.515,-4.16,11.19,274.71,446.36,1.1961986543019558,1.3195794
1980-10-12,2.1140164712650594e-39,1232.5176546563896,1.0630084758288578,1.1920928955078125e-07,1.1920929e-07,20.88,20.88,10.752003,7.11,2.39,11.83,183.23,728.31,1.536442962369134,1.3995538
1980-10-13,1.189134265086596e-39,1246.1863026088001,0.9868355074999462,1.1920928955078125e-07,1.1920929e-07,0.55,0.55,10.742625,5.82,1.27,10.37,238.64,663.03,2.1235672582496083,1.9127235
1980-10-14,6.6888802411121034e-40,1243.503604577135,0.8379199314578096,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.656009,3.515,0.25,6.78,184.81,622.92,1.9928785989010298,2.2526152
1980-10-15,3.7624951356362756e-40,1240.7317522467208,0.7424443407576985,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.6202135,1.81,-2.17,5.79,216.86,519.5,1.866289127262875,2.2726088
1980-10-16,2.116408245240542e-40,1238.1668721175129,0.709535601111467,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.559992,1.26,-6.33,8.85,312.22,375.52,1.7563263859924396,2.0993307
1980-10-17,1.1904818942223592e-40,1235.7021996664353,0.8528424200230771,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.501705,4.09,-4.03,12.21,312.51,452.12,1.6567688630898296,1.8660718
1980-10-18,6.69646065500077e-41,1233.7958388393954,1.144908836527245,1.1920928955078125e-07,1.1920929e-07,3.08,3.08,10.464008,8.66,2.03,15.29,231.09,709.65,1.5836511878115682,1.6594709
1980-10-19,3.7667591184379333e-41,1234.3937614321278,1.359151127535786,1.1920928955078125e-07,1.1920929e-07,3.59,3.59,10.391703,11.46,7.4,15.52,162.5,1034.68,1.606230042319673,1.5461738
1980-10-20,2.1188020041213376e-41,1234.1052066183097,1.112620030231501,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.367997,8.355,3.24,13.47,240.41,771.46,1.5952936762292504,1.4528701
1980-10-21,1.1918261273182523e-41,1231.4704423723483,0.830896060975866,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.280358,4.07,-1.86,10.0,262.52,537.95,1.4988161067866104,1.3462375
1980-10-22,6.704021966165176e-42,1229.2802409606816,0.7632052276307696,1.1920928955078125e-07,1.1920929e-07,0.33,0.33,10.271472,2.845,-1.18,6.87,201.42,560.16,1.4230735025346926,1.2329403
1980-10-23,3.771012364592447e-42,1227.396589336862,0.6744977575064373,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.178783,1.185,-2.46,4.83,186.65,511.01,1.361001015818307,1.1196431
1980-10-24,2.1212043528220495e-42,1225.3567576540688,0.7036017959114788,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,10.166597,1.845,-3.05,6.74,232.07,486.6,1.2968317226796766,1.0196749
1980-10-25,1.1931774644163474e-42,1223.649759702633,0.6923790397529502,1.1920928955078125e-07,1.1920929e-07,1.7,1.7,10.08005,1.755,-6.26,9.77,282.37,377.59,1.245464078255268,0.94636494
1980-10-26,6.711623327442179e-43,1228.3056134694668,0.8964613677896591,1.1920928955078125e-07,1.1920929e-07,21.11,21.11,10.06545,5.57,0.21,10.93,179.08,617.67,1.3906108175049199,1.106314
1980-10-27,3.775288121686226e-43,1241.9144001009643,0.7548036575620686,1.1920928955078125e-07,1.1920929e-07,0.51,0.51,9.984011,2.95,-1.81,7.71,221.06,535.42,1.9192857996154276,1.5661674
1980-10-28,2.123599570382884e-43,1239.8252751472103,0.6636632242967991,1.1920928955078125e-07,1.1920929e-07,0.55,0.55,9.969411,1.105,-1.9,4.11,152.23,532.77,1.8266610233299672,1.8127555
1980-10-29,1.0902554071096066e-14,1237.7573948047295,0.5822558656986718,1.1920928955078125e-07,1.1920929e-07,1.1920929e-07,0.0,9.890847,-0.65,-4.93,3.63,208.73,432.92,1.7393810104660368,1.8394136
